time_sec,E_gudget,best_distance
0.0,800,92577.85904910715
0.4897640720009804,1600,19320.500204906966
2.935581802390516,16000,19320.371604158783
3.213765828870237,16800,18722.710453395055
10.019192759878933,56800,18706.9463075692
10.296985511668026,57600,18328.43591254117
28.28918883111328,163200,18282.86290041399
28.496210920624435,164000,18279.852018019334
