time_sec,E_budget,best_distance
0.0,250,25092.488986664797
0.00794463511556387,500,24619.040750451484
0.015663196332752705,750,23776.558095065222
0.023174372501671314,1000,22889.62728825191
0.03128133527934551,1250,21354.35058468923
0.03924574609845877,1500,21315.003206546397
0.04671713337302208,1750,20653.19618840441
0.05470064654946327,2000,19340.94296785137
0.06249760836362839,2250,18712.74527879544
0.07035310007631779,2500,18667.4155640178
0.07798097189515829,2750,18572.428770179074
0.08549725264310837,3000,17989.26076199222
0.09301599580794573,3250,17099.660367345183
0.1087574940174818,3750,16454.658727033
0.11676091700792313,4000,16040.44765279471
0.12474897596985102,4250,15945.768218780755
0.1326634269207716,4500,15745.692903710753
0.1399511294439435,4750,15637.642028644877
0.14745198283344507,5000,15378.990228572957
0.15499524306505919,5250,15272.847459660481
0.1625108513981104,5500,14622.307738189988
0.17036307603120804,5750,14081.381274807958
0.20928593445569277,7000,14051.523551227663
0.21682268846780062,7250,13823.375115655232
0.224427105858922,7500,13423.753978454615
0.24003554973751307,8000,13317.971882388842
0.24797355011105537,8250,13247.793210066991
0.255685874260962,8500,13167.356664604196
0.26323308050632477,8750,12917.58727361215
0.2710112426429987,9000,12907.304002970952
0.29364442080259323,9750,12688.32943432913
0.3014894016087055,10000,12641.681936556311
0.30931358970701694,10250,12169.17566582432
0.34048604127019644,11250,11971.004861212246
0.3560872236266732,11750,11725.54140915038
0.4026850489899516,13250,11640.619956543062
0.41060556285083294,13500,11244.223781363475
0.4342031283304095,14250,11053.591295924465
0.4500219039618969,14750,11020.585215405583
0.45791737642139196,15000,10945.40260173328
0.46571491844952106,15250,10834.775460035085
0.48589699622243643,15750,10793.49984511798
0.5244562886655331,16750,10780.36273775927
0.5322809908539057,17000,10767.143706947383
0.5399574553593993,17250,10558.161106598982
0.555181073024869,17750,10485.85907984207
0.6019497439265251,19250,10460.778096582428
0.6095921890810132,19500,10405.080483021615
0.6567667862400413,21000,10373.534387159723
0.6642930014058948,21250,10346.929428087375
0.6723351534456015,21500,10333.532130922074
0.6798972869291902,21750,10270.233651835048
0.6878520660102367,22000,10207.603781021999
0.6957145435735583,22250,10194.846311648584
0.7033233307301998,22500,9948.848017031869
0.7888375148177147,25250,9942.318136102851
0.7963951593264937,25500,9819.361911634547
0.8272950984537601,26500,9813.792706957918
0.9745564181357622,31250,9621.880778805227
1.121446082368493,36000,9589.071745302685
1.1293294159695506,36250,9583.01711255446
1.1606345223262906,37250,9561.026211366507
1.2383990166708827,39750,9408.950524134327
1.2462118649855256,40000,9333.789867797514
1.541274500079453,49500,9321.774886660696
1.7671419670805335,56750,9316.688253400122
2.0062188329175115,64500,9272.81301063789
2.0217074370011687,65000,9268.60642763087
2.1227627089247108,68250,9195.616696070187
2.464896178804338,79250,9173.2370419858
2.5033874018117785,80500,9162.311176093091
2.534448283724487,81500,9122.742041619993
2.7119642244651914,87250,9119.453877496027
2.7738801734521985,89250,9106.272196785121
2.821086259558797,90750,9080.634449273659
2.8686916567385197,92250,9078.353408720996
2.93195444252342,94250,9046.924185644462
2.969961579889059,95500,9025.308314139103
3.0006381822749972,96500,8961.239500313655
3.3172908294945955,106750,8911.488045152344
3.449581390246749,111000,8878.989416033273
3.5893199387937784,115500,8859.866222057819
4.105957807973027,132250,8854.340828622799
4.221427240408957,136000,8634.450490818364
4.236659488640726,136500,8614.289238226951
4.514175736345351,145500,8522.405665237364
5.250968380831182,169250,8520.947940907767
6.789893861860037,219000,8517.981072860553
6.920750664547086,223250,8501.103518978935
7.344822847284377,237000,8434.897851480944
9.079876233823597,293250,8430.271043360854
11.794571157544851,381000,8412.845740965406
13.397222550585866,432750,8372.768553398779
17.002257024869323,549250,8343.658759085802
17.373126479797065,561250,8335.833758115168
17.713976339437068,572250,8223.096076644617
17.825127295218408,575750,8213.475438955596
17.833002815023065,576000,8197.101688256018
18.058786186389625,583250,8175.586341763754
18.167024892754853,586750,8156.263368610108
18.205441867932677,588000,8156.260605137363
18.305508608929813,591250,8027.765893900843
18.321014512330294,591750,7981.302602863499
18.451432079076767,596000,7981.302602863496
25.85872257500887,835750,7979.8237065746525
