time_sec,E_budget,best_distance
0.0,300,128520.76384138205
0.009987792931497097,600,121425.59268799593
0.018605070188641548,900,113597.08165669537
0.03561549074947834,1500,106698.32285188558
0.04438214562833309,1800,97542.7966366752
0.05314252059906721,2100,94054.63440881758
0.06188404932618141,2400,88084.64792923431
0.07042272854596376,2700,84183.19854246352
0.08755871467292309,3300,82844.64443641844
0.09624611306935549,3600,80126.17242522463
0.11348176375031471,4200,74085.66455590201
0.13115642126649618,4800,72557.97072246298
0.15681508649140596,5700,69381.96249955863
0.16575115453451872,6000,67003.62331003352
0.1742322025820613,6300,66446.45609196153
0.1827100357040763,6600,64879.925868346065
0.19113331101834774,6900,63805.522111499864
0.199566843919456,7200,62364.629351951364
0.21671290136873722,7800,62015.80998769483
0.2251771679148078,8100,60184.40618548806
0.2339081484824419,8400,60084.05790623934
0.2426343560218811,8700,59505.65893253559
0.25992463529109955,9300,58379.532333588875
0.26887448877096176,9600,57903.29906119144
0.2947235740721226,10500,56778.99417530798
0.30334603507071733,10800,56777.172462244715
0.3119338247925043,11100,55139.46920438633
0.34648031555116177,12300,53486.86282841654
0.36383089050650597,12900,53221.78213685891
0.3896758547052741,13800,51905.55342065209
0.4068040205165744,14400,50625.52605145488
0.467054495587945,16500,50549.53193989256
0.4842242393642664,17100,49500.6441974527
0.5618281196802855,19800,48853.309852226615
0.570249660871923,20100,48708.25087982059
0.5873760003596544,20700,48690.71757716718
0.6308366116136312,22200,47340.01876346575
0.6910252692177892,24300,46883.02194693271
0.7251822138205171,25500,46481.22548057191
0.750858336687088,26400,45795.71716192684
0.7592400284484029,26700,45671.2988602864
0.7677476238459349,27000,45364.8107498756
0.7847217144444585,27600,44454.732311920794
0.8363563036546111,29400,43786.92730020806
0.845010026358068,29700,43461.017679633995
0.8624352002516389,30300,43230.39993654522
0.8711552303284407,30600,43175.53436550626
0.8883998850360513,31200,43154.878940465394
0.8967456538230181,31500,43145.149433926745
0.9052551835775375,31800,43005.67289452102
0.9224020428955555,32400,42844.37190998285
0.9481365662068129,33300,42691.6057240245
0.9740681014955044,34200,42636.90803776996
0.9826496923342347,34500,42628.73966756964
0.9913956355303526,34800,42185.210100063494
1.0516481911763549,36900,41389.13038750061
1.1473329197615385,40200,40535.883393261065
1.2931816326454282,45300,40489.84229595016
1.3444295655936003,47100,40189.51603825031
1.3875119974836707,48600,39419.51822812182
1.4133214158937335,49500,39113.03011771105
1.438720348291099,50400,39113.03011771103
1.523555113002658,53400,38927.73564827437
1.6188507648184896,56700,38475.93394795387
1.9451701706275344,68100,38268.07054355496
2.1167563553899527,74100,38210.32592724942
2.151238387450576,75300,37782.26051189763
2.2622546637430787,79200,37639.42960957553
2.321795563213527,81300,37514.562849010326
2.4667688282206655,86400,37250.33070048722
2.517880861647427,88200,37209.658024719305
2.646400526165962,92700,37093.31097529995
2.7317368034273386,95700,36911.96208812591
2.7656526807695627,96900,36804.37537980726
2.8159916838631034,98700,36688.0283303879
2.8587106373161077,100200,36531.4855349654
2.918054503388703,102300,36415.13848554604
2.926679877564311,102600,36245.50942726174
3.0031645698472857,105300,36210.278242874134
3.0204286836087704,105900,36014.32205391957
3.4823978152126074,122100,35897.97500450021
3.5075642010197043,123000,35815.42065182746
3.541311789304018,124200,35699.073602408105
3.9241557233035564,137700,35699.07360240809
4.052819924429059,142200,35622.707731589515
4.241318757645786,148800,35423.80632949741
4.507340100593865,158100,35273.536680759906
4.532997025176883,159000,35074.635278667796
4.549836914055049,159600,34941.54941603117
5.07078214827925,177900,34772.02820802238
5.276071800850332,185100,34727.97887977995
5.4563456969335675,191400,34692.74769539234
6.028664351440966,211500,34692.74769539232
6.0887530744075775,213600,34664.113822652296
6.9263403080403805,243000,34630.882611132576
8.441330429166555,296100,34629.87684845164
14.976460106670856,525300,34628.67345248337
14.984950156882405,525600,34454.98982853504
18.302958943881094,642000,34343.43740151613
25.21690329350531,884700,34262.7069599018
25.672349226661026,900600,34082.286324112
26.632487069815397,934500,34044.21215147741
26.802305082790554,940500,34000.162823234976
26.98140900861472,946800,33875.77881400735
28.31608923804015,993600,33831.72948576492
