time_sec,E_budget,best_distance
0.0,1,165414.88607938666
3.7439167499542236e-05,3,165275.67210561736
4.9194321036338806e-05,4,163278.61422526932
6.655044853687286e-05,5,159391.58339509557
0.00012860354036092758,10,157664.6559321451
0.00013882014900445938,11,156048.1577980947
0.0001477440819144249,12,155303.37064172688
0.00018542539328336716,16,154053.12897117523
0.00020373426377773285,18,153011.62054771406
0.00024857278913259506,23,152954.1810295743
0.00025862548500299454,24,152337.05667750238
0.0002770302817225456,26,150189.04155946933
0.00028633512556552887,27,149306.74563446737
0.00033186469227075577,32,143697.18912248593
0.00039334315806627274,39,143010.89744549373
0.00040245428681373596,40,138925.94909895514
0.000410962849855423,41,138742.8820370663
0.0005181198939681053,53,136533.32738256414
0.0005272887647151947,54,135980.63329764226
0.000589076429605484,61,135327.94912415033
0.0006144838407635689,64,135174.7295317259
0.0006324136629700661,66,132437.93723215925
0.0006501059979200363,68,131052.80866612325
0.0007188823074102402,76,128534.90899494129
0.0007271682843565941,77,127386.93498996364
0.0008470462635159492,91,126411.60467835602
0.0009435154497623444,102,120168.28533406087
0.0010382216423749924,113,119985.86387015018
0.0010594064369797707,115,118761.05230467918
0.0010855505242943764,118,118754.94506838967
0.0011377958580851555,124,118713.09876669454
0.0011819954961538315,129,118167.25710284697
0.0011997194960713387,131,116491.1215552391
0.0013537267223000526,149,115689.50881986287
0.0013787345960736275,152,115259.60297591913
0.0013877330347895622,153,114275.42914028259
0.0013960720971226692,154,113095.53885443904
0.0014484226703643799,160,110494.94527454868
0.0014837048947811127,164,106594.44398141919
0.0015520695596933365,172,105369.46396099469
0.0015948936343193054,177,101603.58148318702
0.0016149524599313736,179,100583.52735681157
0.001641889102756977,182,99896.36090215668
0.001668059267103672,185,99356.39231875473
0.0016947006806731224,188,96098.75433609237
0.001738554798066616,193,95874.98920192239
0.0017646094784140587,196,95859.79492073086
0.0018071522936224937,201,95290.74442713564
0.0018159477040171623,202,95290.59906361943
0.0018419492989778519,205,94826.6614927069
0.0018945913761854172,211,90839.36795453647
0.001921216957271099,214,88971.56582124963
0.002020547166466713,225,85610.42122145054
0.002029513008892536,226,84400.88038485638
0.0020385049283504486,227,82204.93598273203
0.00209842249751091,233,81729.02534017964
0.002193039283156395,244,80497.22391103335
0.0024362225085496902,272,80017.97260558646
0.0025729387998580933,288,78952.22309376426
0.002683422528207302,301,75744.34683415484
0.0026925886049866676,302,75242.09277555002
0.0027874214574694633,313,75139.93655574051
0.0030602654442191124,344,74975.40305632382
0.003077942878007889,346,73207.4904658376
0.0030866358429193497,347,71861.9779642722
0.0031301891431212425,352,71014.32652665362
0.0032247183844447136,363,69294.4042623493
0.0034452909603714943,389,68670.09431995908
0.0034630857408046722,391,67475.99563713855
0.0034718159586191177,392,66440.89615005488
0.0035316720604896545,399,66392.20551973485
0.003558631055057049,402,66293.67048493431
0.003609948791563511,408,64612.683221564206
0.003642907366156578,412,63770.64293010125
0.0036697247996926308,415,63141.026227206974
0.0037125907838344574,420,61969.92044407919
0.003917565569281578,444,61022.6709711386
0.003969633020460606,450,60353.726406337875
0.00477257464081049,542,59166.9617080596
0.004859456792473793,552,59030.054166265814
0.00490245595574379,557,58699.99072488525
0.005030479282140732,572,57979.4543558878
0.005095961503684521,579,57089.43742906539
0.005370494909584522,611,57070.3771981391
0.0055315615609288216,630,56548.26958120442
0.005591438151896,637,56213.58323778443
0.0056672003120183945,646,56185.36570797045
0.0058210426941514015,664,56086.90783428045
0.0059241848066449165,676,53852.86649510111
