time_sec,E_budget,best_distance
0.0006692921742796898,1,70038.35838489454
0.0019574593752622604,3,63534.55160146858
0.0025952504947781563,4,60576.981088364504
0.00515642948448658,8,56820.660145267706
0.028043766506016254,44,55174.030224546485
0.034163523465394974,52,51927.43009161727
0.15482283104211092,238,51796.263185327196
0.16535945236682892,253,43975.62107488571
0.2687884522601962,412,43577.838914570326
0.2775705838575959,426,42262.747648850476
0.3012556657195091,462,42205.754399639794
0.30442199762910604,467,41896.58573920281
0.3082304261624813,473,41116.7557175302
0.35282409004867077,542,40467.13389253529
0.3802989963442087,584,40294.57395344892
0.3859977265819907,593,39946.916071792126
0.4187851920723915,643,37790.57769087097
3.1590595906600356,4570,37056.737708730485
3.527166306041181,5092,36442.11165363703
8.256406261585653,11832,36381.571283237405
16.302133814431727,23320,35905.29879587277
34.46568541880697,49325,35588.77099789887
