time_sec,E_budget,best_distance
0.0,1,34224.89443468437
0.00010659918189048767,3,33932.57839587354
0.0001507522538304329,4,33758.55092184438
0.005356051027774811,127,33501.25960963969
0.0053975582122802734,128,33151.23394034463
0.005439175292849541,129,33137.37715348911
0.005644330754876137,134,33109.72929093603
0.006307975389063358,150,33094.51579792814
0.007015010342001915,167,33013.317287317084
0.007098707370460033,169,32991.20587671625
0.009066698141396046,216,32977.010487279505
0.00919061154127121,219,32959.55653891774
0.009232962504029274,220,32842.37856289146
0.009359222836792469,223,32832.08416159426
0.009400499984622002,224,32792.69333712467
0.009441554546356201,225,32556.571847206484
0.009482271037995815,226,32502.076738681102
0.009686906822025776,231,32483.007554530643
0.00972816813737154,232,32401.344397071425
0.009770422242581844,233,32126.632657875354
0.009818357415497303,234,32081.14895515069
0.0098606301471591,235,32077.928414201746
0.009902700781822205,236,32049.015297384944
0.009945829398930073,237,32026.46943986814
0.00998732354491949,238,31882.821454008714
0.010069450363516808,240,31703.93033097942
0.010111184790730476,241,31701.69305505998
0.010151753202080727,242,31676.179684899937
0.010192672722041607,243,31643.849683594744
0.010403472930192947,248,31642.53582577193
0.01061153318732977,253,31626.73160973531
0.010653679259121418,254,31429.17941250587
0.01127549633383751,269,31340.458029499554
0.011316844262182713,270,31280.843624860725
0.011400640942156315,272,31250.86052979646
0.013304182328283787,318,31247.01533864889
0.014540962874889374,348,31158.913584026344
0.014624097384512424,350,31146.824623677247
0.014789355918765068,354,31140.84517202179
0.01500245276838541,359,31087.59778444864
0.015126065351068974,362,30937.125210322134
0.015209847129881382,364,30819.684810285264
0.015332169830799103,367,30786.97810474364
0.015373438596725464,368,30736.425542887122
0.018396498635411263,441,30403.97039993644
0.018437589518725872,442,30351.096568719153
0.018644649535417557,447,30301.520089014706
0.01868878025561571,448,30287.57773902397
0.019396723248064518,465,30239.52486852495
0.019438070245087147,466,30232.84873573305
0.019479156471788883,467,30230.67494903546
0.019565703347325325,469,30186.924563700257
0.019650607369840145,471,30129.031516409003
0.019694482907652855,472,30109.861702362665
0.019737577997148037,473,30071.673574705073
0.01977809239178896,474,30061.45561660729
0.020070579834282398,481,29887.75223478467
0.02011158037930727,482,29884.61718200607
0.020153138786554337,483,29846.00400015457
0.020237887278199196,485,29761.04141679609
0.020279331132769585,486,29654.117891706635
0.021181674674153328,508,29431.026572723527
0.02126771118491888,510,29407.12146127448
0.021310588344931602,511,29319.51028371697
0.021517333574593067,516,29200.28585104434
0.021600984036922455,518,29188.81503708775
0.021933567710220814,526,29167.449366746325
0.022016381844878197,528,29166.643198969297
0.02210057619959116,530,29119.157610412953
0.02230766322463751,535,29117.851979009272
0.02247620839625597,539,29072.615242363994
