time_sec,E_budget,best_distance
0.00048541463911533356,1,2130.910089407412
0.000942528247833252,2,1932.2413581223564
0.0013922452926635742,3,1662.7764690856254
0.01694065611809492,38,1598.7801013967726
0.019625824876129627,44,1546.4406545806096
0.027592102997004986,62,1468.319771242983
0.04053421597927809,88,1302.6770611477102
0.07498376071453094,163,1293.28788303195
0.08872364927083254,194,1253.9275733446004
0.09447818715125322,207,1226.8658768087353
0.09624033235013485,211,1211.3772742827243
0.11307025514543056,246,1156.6172217321396
0.11482719890773296,250,1134.621752389687
0.123654929921031,270,1114.807033966092
0.2109375987201929,461,1092.593992743204
0.23672632593661547,516,1052.3448886017138
0.718609114177525,1564,1050.8740917888242
0.750542227178812,1633,1048.5164451235078
0.8993926532566547,1957,1038.3274955184668
1.2024466777220368,2617,1036.9603143088182
1.6935403821989894,3643,1035.5975137805024
1.7966402871534228,3852,1026.266619527415
2.1870212787762284,4646,994.2486210388653
26.82211785018444,54378,987.8498548830707
