time_sec,E_budget,best_distance
0.0,1,4375.080214615402
4.399288445711136e-05,4,4313.339342270931
5.6111253798007965e-05,5,4288.925977267355
6.482098251581192e-05,6,4275.993296721621
7.360242307186127e-05,7,4159.041413183132
8.196942508220673e-05,8,4154.6205637257335
0.00011016149073839188,10,4022.9877835546913
0.00027534831315279007,31,3991.3602937899946
0.00034487154334783554,40,3985.4578523928626
0.00035302992910146713,41,3928.271805463551
0.0003611259162425995,42,3853.72588355584
0.0006496049463748932,80,3794.674869984793
0.0010227654129266739,129,3776.4074369094847
0.001030190847814083,130,3697.0704089734986
0.0010683005675673485,135,3591.6595713462157
0.001075567677617073,136,3383.758646775939
0.0010833144187927246,137,3366.6553871746246
0.0012048641219735146,153,3340.8515966446394
0.0012124236673116684,154,3288.7831621223
0.00122069101780653,155,3136.102291654344
0.00122830830514431,156,3123.459668754653
0.007001160643994808,926,3107.0186530817095
0.007016313262283802,928,3051.0458471923134
0.0080808624625206,1070,2992.1676069866976
0.00808876845985651,1071,2973.523051007664
0.02593001164495945,3437,2947.541704714764
0.035724375396966934,4737,2918.786409657307
0.03751267120242119,4974,2904.315847966545
0.03770026098936796,4999,2877.5693101709985
0.043912638910114765,5821,2797.38638077531
0.0444861575961113,5897,2777.4116657399454
0.04450882598757744,5900,2750.431655760478
0.0445166090503335,5901,2680.92919897912
0.04452462960034609,5902,2612.9432748198888
0.05345426220446825,7085,2570.7387533100673
0.058481660671532154,7752,2555.097786216672
0.058496992103755474,7754,2389.555831092776
0.07125034183263779,9436,2379.45304348252
0.07144743110984564,9462,2357.877842818642
0.07168167363852262,9493,2320.629672853617
0.07175709307193756,9503,2230.132690088827
0.07293486408889294,9659,2197.724489962895
0.07508584391325712,9936,2149.663083539417
0.07520564086735249,9952,2087.6473133275485
0.0848310412839055,11224,2019.426431502955
0.08613266982138157,11396,2012.7518056922604
0.08614074625074863,11397,2001.8593858693148
0.08614856097847223,11398,2000.6213249470447
0.08621831517666578,11407,1985.450631420822
0.08708497043699026,11520,1896.5137765358804
0.08783392887562513,11617,1885.0384522110226
0.08787920419126749,11623,1864.652173537791
0.08814135007560253,11658,1780.7840683475763
0.08835862763226032,11687,1754.9219957117537
0.08836610801517963,11688,1740.5413153711127
0.1040780246257782,13759,1727.8630725102744
0.10584795288741589,13993,1703.6427467676324
0.10632688086479902,14057,1700.9172035321164
0.10822630394250154,14308,1652.4608810298278
0.10838521178811789,14329,1644.2763794386333
0.1085492642596364,14351,1632.7863767613392
0.10856493841856718,14353,1615.6092301992435
0.10918674245476723,14435,1607.2642737738452
0.10992634948343039,14533,1596.8796842045576
0.11000042036175728,14543,1553.7454536460757
0.11003745440393686,14548,1509.403542228729
0.11010501068085432,14557,1508.9020858155354
0.11038751807063818,14595,1456.4460759635745
0.11055896431207657,14618,1440.3550370355906
0.11067202314734459,14633,1429.2419833398637
0.1108330488204956,14654,1428.735675390882
0.11123734246939421,14708,1420.7041323650149
0.11127535905689001,14713,1408.9813215965355
0.1115504540503025,14750,1406.4706090949705
0.11587776802480221,15316,1403.6810123115752
0.11650071945041418,15398,1364.7356804230776
0.1165318088606,15402,1351.523311239699
0.11657823994755745,15408,1351.412360539927
0.1202701311558485,15897,1344.3691770940086
0.12028460390865803,15899,1339.412001144179
0.1212262399494648,16023,1282.7937001190487
0.12475103884935379,16485,1281.1135224294637
0.13115093484520912,17331,1271.1825626678233
0.13122613541781902,17341,1247.4162322147233
0.13173861429095268,17409,1241.7342957506655
0.13179250713437796,17416,1238.46453676496
0.13205974455922842,17451,1211.3564040992749
0.13219459541141987,17469,1208.6102373134004
0.13230872713029385,17484,1185.430310146377
0.13316539023071527,17596,1181.6679068921164
0.13503343798220158,17840,1175.4731339301482
0.1353960558772087,17888,1166.8887333656128
0.13578673545271158,17939,1155.0738098386096
0.13619355857372284,17992,1151.006690684002
0.13941730745136738,18410,1125.132759155957
0.13943280652165413,18412,1119.868131875594
0.14217283483594656,18769,1119.2569453108576
0.14296894893050194,18873,1101.7572485782343
0.1435425728559494,18949,1094.2144189634073
0.14860830642282963,19616,1092.290265813276
0.15268339682370424,20153,1073.3417727073077
0.1534279864281416,20252,1070.0872636707154
0.15387118142098188,20310,1069.4672804094575
0.1546675218269229,20416,1059.6237387914832
0.16652165539562702,21978,1055.8837341859708
0.16688981279730797,22026,1048.5633478566137
